63 1 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3490890 4 7 87.0 4757.0 87.0 0.0 21.75 43.5 1460.0 0.0 679.5714285714286 739.2004367654863
134 1 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
63 1 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
211317 2 5 60.0 712.0 60.0 0.0 30.0 42.42640687119285 712.0 0.0 142.4 318.41607999597005
236865 2 5 58.0 556.0 58.0 0.0 29.0 41.012193308819754 556.0 0.0 111.2 248.65075909797662
22123 2 2 72.0 194.0 36.0 36.0 36.0 0.0 97.0 97.0 97.0 0.0
11631853 8 8 1128.0 1581.0 661.0 0.0 141.00000000000003 222.62332055996032 1173.0 0.0 197.625 406.1217050167528
788 3 4 148.0 243.0 148.0 0.0 49.33333333333334 85.44783984006462 243.0 0.0 60.75 121.5
30114 2 2 86.0 198.0 43.0 43.0 43.0 0.0 99.0 99.0 99.0 0.0


3974862 29 44 86.0 59811.0 86.0 0.0 2.9655172413793096 15.969799083226464 1460.0 0.0 1359.34090909090 739.2004367654863
63 1 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
476078 2 6 86.0 3037.0 86.0 0.0 43.0 60.8111831820431 1460.0 0.0 506.16666666666674 740.224402912162
151 2 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
472507 2 5 73.0 1050.0 73.0 0.0 36.5 51.61879502661797 1050.0 0.0 210.0 469.5742752749558
138 1 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
469596 2 5 69.0 890.0 69.0 0.0 34.5 48.790367901871775 890.0 0.0 178.0 398.02009999496255
